id,dishName,restaurantID,course,diet,price
1372,Salade de Fruits Frais de Saison,60,Brazilian Food,Vegetarian,710
1373,Pariser-Kartoffeln,313,Kenyan Food,Non-Vegetarian,580
1374,"Kold kogt laks m. tomatdressing marinerede grønsager, sc. verte (2 couv.)",628,Mormon Food,Non-Vegetarian,440
1375,Faubourg Salad,8,Polish Food,Vegetarian,710
1376,1938 Pommard 1 er cru Orig.-Abf. Grivelet - Chateau Chambolle,382,Korean Food,Vegetarian,200
1377,Mahony Cocktail,533,Tahitian Food,Non-Vegetarian,530
1378,Champagne: Taittinger brut,157,Indian Food,Vegetarian,500
1379,***Specialites du chef,702,Cajun Food,Non-Vegetarian,120
1380,Minced Chicken a la King in chafing dish,78,Turkish Food,Vegetarian,140
1381,"Mignon of filet of beef, Favorite",616,Brazilian Food,Non-Vegetarian,440
1382,Larded partridges,79,Cajun Food,Vegetarian,670
1383,Kingfish saute Meuniere,406,Libyan Food,Non-Vegetarian,450
1384,Roast clams in shell with bacon,144,American Food,Non-Vegetarian,300
1385,"Roast Ribs of Beef au Jus, Potatoes a la ,Nostitz Aspargus",156,Jewish Food,Vegetarian,740
1386,Imperial Fromage,85,Tahitian Food,Non-Vegetarian,340
1387,Sliced Green Apple Pie.,691,Cajun Food,Vegetarian,750
1388,Hot Buttered Rum,699,Mexican Food,Non-Vegetarian,480
1389,Hamburg Steak. Coffee and Rolls.,638,Peruvian Food,Vegetarian,300
1390,Prime Red Ribbon Beef Tenderloin Saute 15 minutes,490,Thai Food,Non-Vegetarian,730
1391,1 Glas Grogk von Arac od. Rum,714,Scottish Food,Non-Vegetarian,250
1392,"Scotch Ale, Younger's",355,French Food,Non-Vegetarian,330
1393,Rice Croquetts with Currant Jelly,706,Haitian Food,Vegetarian,590
1394,Parmezan,68,Greek Food,Non-Vegetarian,170
1395,Cognac a l'oeuf Senglet,177,Spanish Food,Vegetarian,560
1396,"""FLEISCHKUCHLE"" mit gebraunten Zwieblen und Kartoffelsalat oder Bratkartoffeln - dasselbe mit Spiegelei",290,Mormon Food,Vegetarian,740
1397,Cuissot de chevreuil Saint-Hubert,675,Korean Food,Non-Vegetarian,660
1398,Aiguillettes de bass a la Joinville,233,German Food,Non-Vegetarian,620
1399,Goldtroepchen wine,656,Hawaiian Food,Non-Vegetarian,300
1400,Potatoes Boiled (ready from 12 to 2 - 6 to 8 P.M.),78,Irish Food,Non-Vegetarian,450
1401,Omelette Véfour,584,German Food,Vegetarian,450
1402,Pork Chops Saute Marinara Sauce,117,Peruvian Food,Non-Vegetarian,540
1403,Scaloppina Pizzaiola Kleine Kalbsschnitzel in Tomaten-Krautersauce,513,Salvadorian Food,Non-Vegetarian,440
1404,Grapefuite Juice,30,Nigerian Food,Non-Vegetarian,440
1405,KALLT AGG CZARINA,197,Irish Food,Non-Vegetarian,720
1406,"Salzmakrele, Butter Sauce",422,British Food,Non-Vegetarian,130
1407,Jeune Perdreau,468,Algerian Food,Non-Vegetarian,400
1408,Italian Demi-Tasse,297,Italian Food,Vegetarian,400
1409,"Pontet Canet, Calvet & Co.",142,Polish Food,Vegetarian,130
1410,Smoked Salmon and Capers,451,Japanese Food,Vegetarian,130
1411,Bluefish Veronique,625,German Food,Non-Vegetarian,570
1412,L'Escalope de Lotte a l'Americaine,37,Greek Food,Non-Vegetarian,160
1413,Canards à tête rouge,379,Italian Food,Non-Vegetarian,680
1414,Chicken grouse,648,Salvadorian Food,Non-Vegetarian,640
1415,Chicken Cream Soup with Tapioca Pearls and Julienne of Lettuce,269,Nigerian Food,Vegetarian,130
1416,Side: Cup of Homemade Cole Slaw,64,Russian Food,Non-Vegetarian,340
1417,Omelette with fresh mushrooms and Lorette potato,490,Thai Food,Vegetarian,460
1418,Old London Jamaica Rum,351,Algerian Food,Non-Vegetarian,330
1419,Very Hard Dry Salami Sandwich,289,British Food,Non-Vegetarian,630
1420,Orangensaft frisch,80,Scottish Food,Vegetarian,630
1421,1921er Graacher Rofenberg,75,Russian Food,Non-Vegetarian,510
1422,Prunell,202,Irish Food,Vegetarian,200
1423,"Vanilla Ice Cream, Assorted Cake",472,Cuban Food,Non-Vegetarian,200
1424,Roher Schinken mit Butter,665,Canadian Food,Non-Vegetarian,580
1425,Loganberry split,496,Egyptian Food,Vegetarian,710
1426,Broiled Beef Tenderloin Jardiniere,195,Canadian Food,Vegetarian,450
1427,Sandemann's Red Old Port 1870,447,Egyptian Food,Vegetarian,190
1428,Beef kidney stew with vegetables,61,Nigerian Food,Vegetarian,170
1429,Crab Imperial,302,Indian Food,Non-Vegetarian,320
1430,"Gerauchertes Forellenfilet, Sahnemeerrettich, Toast und Butter",684,Cajun Food,Vegetarian,240
1431,"No. 4 - Taco, Burrito, Chili Relleno, Fried Beans or Spanish Rice",634,Latvian Food,Vegetarian,370
1432,"Lobster, broiled, deviled, half",182,Indian Food,Vegetarian,270
1433,"""Teufelchen zu Pferd"" 3 gebackene Austern mit Bearnaise und Caviar",145,Korean Food,Non-Vegetarian,750
1434,"Bass, Ale, White  Label",562,Cajun Food,Non-Vegetarian,220
1435,Petis pois francais,75,Japanese Food,Vegetarian,460
1436,Tender Broiled Club Steak with French Fried Potatoes and Corn Saute,317,Algerian Food,Non-Vegetarian,550
1437,Petits pois ou haricots verts,591,Cuban Food,Non-Vegetarian,580
1438,"Canyon Road Cabernet Sauvignon, Sonoma County, 1996",137,Cajun Food,Non-Vegetarian,510
1439,"Cold Virginia ham and chicken, Potato salad",704,Libyan Food,Non-Vegetarian,670
1440,"Chianti Red Italian Wine, Brolio Barone Ricasoli",681,Egyptian Food,Non-Vegetarian,150
1441,Almonds and Pecans,107,Belgian Foods,Non-Vegetarian,360
1442,Spinach with Poached Egg,478,French Food,Vegetarian,630
1443,Chilled Grapefruit Sections,111,Portuguese Food,Non-Vegetarian,640
1444,calf's liver and bacon,685,Korean Food,Vegetarian,270
1445,Moussirend Moselle Sparkling wine,612,Cuban Food,Vegetarian,720
1446,"OMELETTES - Plain, ",600,Haitian Food,Vegetarian,690
1447,"Roast Beef Hash, Creole",332,Hawaiian Food,Non-Vegetarian,270
1448,"Blue Points or Rockaways, Steamed Blue Points",72,Welsh Food,Non-Vegetarian,300
1449,Broiled Hamburger Served with French Fries and Creamy Cole Slaw,346,Tahitian Food,Non-Vegetarian,790
1450,Martini Extra Dry 5:1,493,Chinese Food,Vegetarian,680
1451,"Cigar, Aquilas Perfecto",434,Japanese Food,Non-Vegetarian,300
1452,fish cakes,139,Swedish Food,Non-Vegetarian,520
1453,English Mutton Chop with Corn Paprika,432,Portuguese Food,Non-Vegetarian,550
1454,Shwartshorberger,245,Chinese Food,Non-Vegetarian,210
1455,Chicken pot pie (Individual),590,Spanish Food,Vegetarian,240
1456,Kalte Fogasch mit grüne Sauce,449,Nigerian Food,Vegetarian,570
1457,Cold Pate de foie-gras sandwich,305,Cuban Food,Non-Vegetarian,460
1458,"Schweinskotelette, paniert oder naturelle",689,Brazilian Food,Non-Vegetarian,210
1459,Half Cold Lobster,385,Cuban Food,Non-Vegetarian,200
1460,"Charcoal Broiled Filet  Mignon with Mushroom Sauce, French Fried Potatoes, Vegetables du jour",37,Peruvian Food,Vegetarian,590
1461,"Hot Corn Pone, Plain",474,Italian Food,Vegetarian,220
1462,biscuit cake with ice-cream,444,Nigerian Food,Vegetarian,220
1463,"Vichy, syphons, special bottling",371,Algerian Food,Vegetarian,390
1464,Eclair m. noddecreme og  banan,450,Algerian Food,Vegetarian,660
1465,Chenas en carafes,615,Italian Food,Non-Vegetarian,160
1466,"Boiled Beef Tongue, with Spinach",362,Chinese Food,Non-Vegetarian,540
1467,Broiled Lamb Kidneys on Toast with Bacon,633,Canadian Food,Vegetarian,310
1468,Gelato Pezzi alla Napoletana,142,Turkish Food,Vegetarian,130
1469,DEVILED CRAB EN CASSEROLE,328,American Food,Non-Vegetarian,730
1470,Coffee Jelly.,120,Polish Food,Vegetarian,550
1471,"Lake Erie Sturgeon, Sliced Onion and Crisp Lettuce",145,French Food,Non-Vegetarian,520
1472,"Pol Roger Brut, 1898",454,Polish Food,Non-Vegetarian,740
1473,Paul Garret Champagne,14,Kenyan Food,Vegetarian,330
1474,"English Ruffed Grouse, Roasted - Corn Fritters",130,Brazilian Food,Vegetarian,300
1475,Espadon a la Broche,621,Brazilian Food,Vegetarian,370
1476,Eier nach demidoff,140,Kenyan Food,Non-Vegetarian,290
1477,"Grilled Chopped Beef Tenderloin, Smothered Onions",236,Tibetan Food,Vegetarian,370
1478,PLA LAD PRIK Fried Flounder Topped with Chili Sauce,107,Portuguese Food,Non-Vegetarian,450
1479,"Potatoes: Parsley, Mousseline, French Fried or Candied Sweet",472,German Food,Vegetarian,590
1480,Cèpes,88,German Food,Vegetarian,550
1481,Roast Ribs of Beef Bordelaise,351,Kenyan Food,Vegetarian,230
1482,"graves superieur, 1909",696,Spanish Food,Vegetarian,400
1483,BroiledTenderloin Steak,289,Belgian Foods,Non-Vegetarian,320
1484,"Plateau Prunier - Four Shells filled with Crab Mayonnaise Lobster Mayonnaise, Fish Tartare Sauce, Smoked Salmon Sandwich, Toast of Anchovy and Olives",203,Cajun Food,Vegetarian,260
1485,"Baked Macaroni with Oysters, Au Graton",88,Tahitian Food,Non-Vegetarian,300
1486,Sheriffs' Scotch whiskey,123,Cuban Food,Vegetarian,660
1487,Sparkling Hockheimer,715,Korean Food,Vegetarian,640
1488,"Parsley omelet, three eggs",446,Turkish Food,Non-Vegetarian,740
1489,Gorgonzola ,207,Belgian Foods,Non-Vegetarian,390
1490,Crepe Belle Otero,124,Japanese Food,Non-Vegetarian,740
1491,Escargots de Bourgogne préparés par la maison la dz.,610,Irish Food,Non-Vegetarian,250
1492,"Lettuce,",667,Peruvian Food,Non-Vegetarian,700
1493,LAFLEUR CHEVALIER (Dubos Freres),107,Russian Food,Non-Vegetarian,410
1494,Cold roast mutton,413,Korean Food,Vegetarian,460
1495,Lejon,156,Libyan Food,Non-Vegetarian,130
1496,Frogs' Legs Rissolés Royer,165,Mormon Food,Non-Vegetarian,760
1497,Côtelettes d'Agneau de Printemps à la Robinson,505,Irish Food,Vegetarian,370
1498,"Omelettes, au rhum",573,Scottish Food,Vegetarian,550
1499,Geräuchertes Aalfilet auf Schwarzbrot mit Rührei,140,German Food,Non-Vegetarian,170
1500,Consomme a la Xavier,209,Hawaiian Food,Non-Vegetarian,640
1501,Gateau de prusse,200,Haitian Food,Non-Vegetarian,600
1502,Parfait glace a la liqueur de noix,547,Canadian Food,Non-Vegetarian,160
1503,Liqueur de la Grande Chartreuse,489,Thai Food,Non-Vegetarian,410
1504,"Steak minute, Fifth avenue",558,Peruvian Food,Vegetarian,380
1505,"Appollinaris, Splits",304,Egyptian Food,Non-Vegetarian,330
1506,Steak a la minute Stanley,551,Mormon Food,Non-Vegetarian,710
1507,SMALL PATRY AND CAKE ASSORTED,384,Thai Food,Non-Vegetarian,140
1508,"Lowenbrau Rostplatte - 10 verschiedene Teile vom Rost, grune Bohnen, Pommes frites, Krauterbutter",290,Algerian Food,Vegetarian,310
1509,Maisocafé Décaféinés,181,Egyptian Food,Vegetarian,320
1510,Steak a la Tartare with Egg,641,Jewish Food,Non-Vegetarian,150
1511,Risotto milanaise,335,Greek Food,Vegetarian,600
1512,Broiled Bluefish with Lemon Butter,165,Belgian Foods,Vegetarian,480
1513,Imported Ginger Ale,711,Indian Food,Non-Vegetarian,520
1514,"Veal Cutlet, Breaded, Potatoes, One Vegetable, Bread and Butter",90,Cajun Food,Non-Vegetarian,440
1515,"Cauliflower Fritters, Americaine",393,Russian Food,Vegetarian,540
1516,CH. DURFORT VIVENS Margaux 1899,733,Turkish Food,Vegetarian,320
1517,"Tagliata di filetto di manzo e teste di porcini, profumato al pure' di olive su letto di rucola",137,Spanish Food,Vegetarian,760
1518,"IMPORTED FRENCH CHAMPAGNE, la Bout.: 10.00, la 1/2 Bout.: 5.50",735,Tahitian Food,Vegetarian,620
1519,"1952 Zeltinger Himmelreich, Spatlese, naturrein, Wachstum Bernhard Scheer, Originalkellerabzug, Korkbrand",168,Chinese Food,Non-Vegetarian,570
1520,Rothe Beeten,109,Jewish Food,Vegetarian,750
1521,"Nordsee-Heilbutt gekocht, zerl. Butter, Salat",700,Mexican Food,Non-Vegetarian,530
1522,Salade a la Casa Blanca,517,Salvadorian Food,Vegetarian,160
1523,CERISES D'ALGERIE TRAYMORE,277,Swedish Food,Vegetarian,730
1524,Gesundheitstee:  Pfefferminztee,167,Nigerian Food,Non-Vegetarian,190
1525,Essence of Chicken,560,Belgian Foods,Non-Vegetarian,250
1526,Fricassee of Lamb à l'Allemande,151,Thai Food,Vegetarian,400
1527,Escalope de Saumon a l'Oseille,216,Belgian Foods,Non-Vegetarian,480
1528,Creamed Herring,337,Belgian Foods,Vegetarian,700
1529,Lyon Saucisson,114,Hawaiian Food,Vegetarian,300
1530,California Ripe and Green Olives,393,American Food,Non-Vegetarian,270
1531,Pommes des Bermudes,58,Spanish Food,Vegetarian,530
1532,Salmon a la Genoise,279,Tibetan Food,Vegetarian,240
1533,"Moselle Wine, with Seltzer",453,Haitian Food,Non-Vegetarian,530
1534,"Vienna pudding, claret sauce",67,American Food,Vegetarian,340
1535,"The Pina Colada, a mixture of pineapple, coconut juices and Ronrico Rum, served in a souvenir glass.",613,Turkish Food,Non-Vegetarian,320
1536,Lamb Chops a la Olympia,712,Egyptian Food,Non-Vegetarian,510
1537,Tomaten- u. Kartoffel-Salat,724,Canadian Food,Non-Vegetarian,290
1538,roast mutton,408,Portuguese Food,Vegetarian,260
1539,Orange Glaces a l'Eau,76,German Food,Non-Vegetarian,510
1540,Alsterwasser,509,Belgian Foods,Non-Vegetarian,740
1541,"Parker House Rolls, Corn Muffins, Currant Buns",410,Brazilian Food,Non-Vegetarian,580
1542,Salmon Trout Saute Provencale,151,Tibetan Food,Non-Vegetarian,520
1543,"Eiskaffee, Rahm",602,Tibetan Food,Non-Vegetarian,470
1544,"NOISETTE OF LAMB, RENAISSANCE, FRESH VEGETABLE BOUQUETIERE, POTATOES OLIVETTES",214,Nigerian Food,Non-Vegetarian,760
1545,Lobster broiled deviled,92,Brazilian Food,Non-Vegetarian,630
1546,"Open Faced Steak Sandwich, French Fries",123,Latvian Food,Vegetarian,550
1547,I sliced chicken all white meat,616,Spanish Food,Vegetarian,310
1548,Huhnersuppe m. Ei,467,British Food,Non-Vegetarian,790
1549,Œufs Brouillés aux Champignons ,737,Nigerian Food,Vegetarian,290
1550,Grilled Filet of Beef with Bearnaise sauce,297,Kenyan Food,Vegetarian,150
1551,Lenguado Maitre d'Hotel,448,Chinese Food,Vegetarian,550
1552,"Broiled Bordeaux Pigeon, to order",588,Hawaiian Food,Vegetarian,130
1553,"Ham Dinger Sandwich, Baked Ham & Lettuce",329,Welsh Food,Vegetarian,320
1554,Jug of pure cream,673,Mexican Food,Non-Vegetarian,770
1555,"Broiled Ribs Steak, Sauce Bercy",422,Jewish Food,Vegetarian,780
1556,Veal-cutlet with cream sauce,464,Egyptian Food,Vegetarian,560
1557,"Fruit Juice, Cereal and Cream, Ham or Bacon, Fresh Country Eggs, Toast and Butter, Preserves, Coffee - Tea - Milk",72,Korean Food,Non-Vegetarian,680
1558,"Hausgem. Schweinesulze, sc. remoulade, Kart. Salat",308,Kenyan Food,Non-Vegetarian,340
1559,"Caruso Spaghetti, Fresh Tomato",539,Kenyan Food,Non-Vegetarian,570
1560,ROAST RACK OF LAMB with garlic - mint jelly (Served with Oriental Salad) (To order- 50 minutes)  Served for Two,60,Turkish Food,Non-Vegetarian,170
1561,"Picked-up codfish, Boston style",84,Welsh Food,Vegetarian,370
1562,Crêpes à la Viking,681,Latvian Food,Non-Vegetarian,120
1563,Sherbet Cardinal,722,American Food,Non-Vegetarian,200
1564,"Consomme Demidoff - (Clear Consomme Garnished with peas, carrots, and turnips)",400,Peruvian Food,Vegetarian,730
1565,genuine virginia (smithfield) ham and spinach with claret or white wine,314,Chinese Food,Vegetarian,330
1566,Canneto - D'Angelo 1991 (Basilicata) vini rossi italiani,442,German Food,Non-Vegetarian,650
1567,TOM COLLINS made with Seagram's Golden Gin,574,Salvadorian Food,Non-Vegetarian,740
1568,Foie Gras on autre sorte,709,Nigerian Food,Vegetarian,740
1569,1 Kanchen Tee mit Sahne,428,Hawaiian Food,Non-Vegetarian,180
1570,St. Estephe Calvet & Co,700,Peruvian Food,Non-Vegetarian,370
1571,"Barolo, Sigillo d'Abate ""Rsv"", 1991",693,Russian Food,Non-Vegetarian,190
1572,Veal Kidney Mexicaine,375,Italian Food,Vegetarian,470
1573,"Le ris de veau, périgourdine",357,Korean Food,Vegetarian,520
1574,Souffle a la vanilla,492,German Food,Non-Vegetarian,680
1575,"Ragout, Billy Dutch",121,Jewish Food,Non-Vegetarian,450
1576,Vitamin Health Juice,451,Portuguese Food,Non-Vegetarian,430
1577,Buttered New Cabbage,569,Salvadorian Food,Non-Vegetarian,330
1578,Bourbons,612,French Food,Vegetarian,300
1579,Hamburguesa con Cebolla frita,427,Welsh Food,Vegetarian,170
1580,Filetspitzen <<Singapur>> mit Reis,593,Irish Food,Non-Vegetarian,350
1581,Fowl patties,529,Peruvian Food,Vegetarian,750
1582,"Cognac Hennessy, extra ",642,Welsh Food,Non-Vegetarian,770
1583,Crema Catalana Perfumada al Limon,613,Turkish Food,Non-Vegetarian,530
1584,Hominy in milk,234,Korean Food,Non-Vegetarian,750
1585,Kaseplatte (fur 2 Personen),587,Mexican Food,Vegetarian,720
1586,"Medaillons vom Hirschrucken mit Gansestopfleber und Calvados. Frischer Broccoli, Piemonter Nocken",172,Kenyan Food,Non-Vegetarian,200
1587,Chateau Haut-Brion (Graves) 1953,319,Swedish Food,Vegetarian,670
1588,"Sea Bas, au vin blanc",114,Scottish Food,Vegetarian,340
1589,Guinness Stout (McMullen's),527,Turkish Food,Non-Vegetarian,500
1590,"Roast Spring Lamb - Mint Sauce, Peas, New Potatoes",530,Polish Food,Vegetarian,430
1591,"Consomme cup, hot or cold",214,Mormon Food,Non-Vegetarian,540
1592,Opera,250,Mexican Food,Non-Vegetarian,170
1593,Remmer - light,416,Cuban Food,Vegetarian,370
1594,"Fried Smelts, Sauce Remoulade, Parisienne Potates",206,Cuban Food,Non-Vegetarian,710
1595,Rice Croquettes with Currant Jelly,700,Salvadorian Food,Non-Vegetarian,440
1596,Eggs with Mayonnaise,279,British Food,Vegetarian,310
1597,Omelette mit Hühnerleber,114,Scottish Food,Non-Vegetarian,640
1598,Contre-Fillet a la Parisienne,514,Italian Food,Vegetarian,540
1599,Bourgognes Rouge Richebourg 1928 Magnum,3,Belgian Foods,Vegetarian,320
1600,HOT CORN MUFFINS,378,Japanese Food,Non-Vegetarian,380
1601,Chopped Meat sandwich,467,German Food,Vegetarian,520
1602,"Baked Apple, Parisian",694,Portuguese Food,Vegetarian,510
1603,"Moet & Chandon Champagne, White Seal",460,Tahitian Food,Non-Vegetarian,470
1604,Mint Julep Brandy,708,Egyptian Food,Non-Vegetarian,180
1605,All the fruits of the season,15,Japanese Food,Non-Vegetarian,450
1606,"Oyster Broil, Celery Sauce",87,French Food,Non-Vegetarian,700
1607,Filets de Soles frites au citron,417,Egyptian Food,Non-Vegetarian,270
1608,"LOBSTER A LA CHARLES, Steamed Rice",139,Libyan Food,Non-Vegetarian,650
1609,CHOPPED CHICKEN LIVERS Sandwich,446,Tahitian Food,Vegetarian,230
1610,"Heidsieck & Co. Monopole, Red Top",130,Turkish Food,Non-Vegetarian,530
1611,"Cruse & Fils, Sauternes",330,German Food,Non-Vegetarian,650
1612,Froid: Roast beef,379,Tibetan Food,Non-Vegetarian,510
1613,"Tomatoes, broiled",638,Tahitian Food,Non-Vegetarian,120
1614,"Baby Turkey, Golden Plover",124,Canadian Food,Non-Vegetarian,260
1615,SODA WATER Schweppes,589,Scottish Food,Non-Vegetarian,600
1616,Rocky Road Cheesecake,569,Libyan Food,Vegetarian,130
1617,Eggs (2) Boiled,637,Indian Food,Non-Vegetarian,250
1618,RAMEKIN OF LOBSTER A LA NEWBURG,254,French Food,Vegetarian,220
1619,Potato (Baked),531,Mexican Food,Vegetarian,740
1620,waffle with sugar cured ham,113,Cajun Food,Vegetarian,350
1621,"Castle Rock Vineyards and Cellars, Hock Vintage, 1895",544,Korean Food,Vegetarian,680
1622,Rolls Veal aux Olives,58,Mexican Food,Non-Vegetarian,130
1623,"Planked Whale Steak a la Vancouver, Border of Samp, Onion Sauce",633,Tahitian Food,Vegetarian,650
1624,Tomato surprise (2),498,Brazilian Food,Vegetarian,200
1625,"Beef Stew with carrots, onions, peas and dumplings, American Style",639,Belgian Foods,Vegetarian,240
1626,Baby Lamb Loin chop with Cepes,448,Salvadorian Food,Non-Vegetarian,450
1627,"Valwiger Teilberg, 1911",179,Mexican Food,Non-Vegetarian,430
1628,"Mushroom omelet, two eggs",411,Spanish Food,Non-Vegetarian,270
1629,"Pemartin, (very delicate) Sherry",729,Canadian Food,Non-Vegetarian,790
1630,CHEESE Sandwich - A flavorful combination of cheddar & provolone cheese,289,Jewish Food,Vegetarian,700
1631,Macaroni a la Martin,208,Brazilian Food,Vegetarian,540
1632,Seasonal Vegetable Plate,136,British Food,Vegetarian,190
1633,Scalloped Tomatoes,452,Chinese Food,Vegetarian,750
1634,Champagne: G. H. Mumm Extra Dry Bottle,464,Cuban Food,Non-Vegetarian,390
1635,"Steamed Clams, Drawn Butter Sauce",555,German Food,Non-Vegetarian,660
1636,"Mignon of Lamb, Gourmet",610,British Food,Non-Vegetarian,320
1637,Crepes avec Caviar de,354,Polish Food,Vegetarian,270
1638,"0,5 l Radler Halbe",453,Polish Food,Vegetarian,680
1639,Legierte Champignon-Suppe,226,Greek Food,Non-Vegetarian,640
1640,"Monday- Carbonade of beef, Flamande",409,Greek Food,Non-Vegetarian,600
1641,English Dairy Cheese.,224,Belgian Foods,Vegetarian,640
1642,"Supreme of guinea hen under bell, Ideal",465,Welsh Food,Vegetarian,570
1643,"1871 Cjat. Mouton Rothschild, Schloss Abz.",65,Irish Food,Vegetarian,240
1644,Oysters creamed with green peppers,407,Indian Food,Vegetarian,300
1645,Fresh Broccoli with Oyster Sauce,257,Scottish Food,Non-Vegetarian,660
1646,Broiled Ham Garniture,476,Japanese Food,Non-Vegetarian,720
1647,consomme,134,Tibetan Food,Vegetarian,550
